Failure_ID	ID	BreakDate	BreakYear	SourceTxt_ID	Material	InstallYear	Age	RR_Diameter	Length(ft)	OrgDiameter	OrgMaterial	OrgInstallYear	Status	BreakAge
143	5988	00:00.0	2021	106116	DI	1994	31	12	77.22	12	DI	1905	1	27
353	5990	00:00.0	2017	NULL	DI	1987	38	10	1446.71	10	Ductile Iron	1905	1	30
147	5999	00:00.0	2021	105571	DI	1973	52	10	851.14	10	PVC900	1905	1	48
43	6003	00:00.0	2020	105875	PVC200	1980	45	8	3841.61	8	PVC200	1905	1	40
119	6018	00:00.0	2022	106132	DI	1989	36	12	227.8	12	Ductile Iron	1900	1	33
68	6036	00:00.0	2021	106096	PVC160	1990	35	2	5124.61	2	PVC160	1905	0	31
210	6036	00:00.0	2014	NULL	PVC160	1990	35	2	5124.61	2	PVC160	1905	0	24
131	6037	00:00.0	2022	102619	AC	1980	45	6	636.54	6	AC	1905	1	42
12	6064	00:00.0	2020	106051	CI	1962	63	2	1001.66	2	Cast Iron	1905	0	58
133	6065	00:00.0	2022	102679	PVC200	1985	40	6	1793.95	6	PVC200	1905	1	37
224	6065	00:00.0	2014	NULL	PVC200	1985	40	6	1793.95	6	PVC200	1905	1	29
278	6065	00:00.0	2015	NULL	PVC200	1985	40	6	1793.95	6	PVC200	1905	1	30
138	6078	00:00.0	2022	106154	PVC200	1980	45	2	317.64	2	PVC200	1905	0	42
488	6079	00:00.0	2019	NULL	CI	1973	52	8	1624.75	8	NULL	1905	1	46
109	6087	00:00.0	2022	106064	CI	1976	49	8	464.8	8	CI	1905	1	46
144	6088	00:00.0	2021	101729	CI	1968	57	2	666.51	2	CI	1905	0	53
142	6094	00:00.0	2020	106158	DI	1970	55	4	564.3	4	PVC	1905	1	50
189	6094	00:00.0	2014	NULL	DI	1970	55	4	564.3	4	PVC	1905	1	44
407	6094	00:00.0	2018	NULL	DI	1970	55	4	564.3	4	PVC	1905	1	48
151	6095	00:00.0	2022	106157	PVC200	2010	15	3	126.65	3	PVC200	1905	1	12
148	6096	00:00.0	2021	106156	PVC200	1990	35	4	1084.16	4	PVC200	1905	1	31
149	6096	00:00.0	2021	106156	PVC200	1990	35	4	1084.16	4	PVC200	1905	1	31
154	6096	00:00.0	2022	106156	PVC200	1990	35	4	1084.16	4	PVC200	1905	1	32
94	6097	00:00.0	2021	102437	CI	1971	54	3	1278.69	3	CI	1905	1	50
268	6103	00:00.0	2015	NULL	CI	1970	55	2	549.39	2	Cast Iron	1905	0	45
400	6103	00:00.0	2018	NULL	CI	1970	55	2	549.39	2	Cast Iron	1905	0	48
221	6108	00:00.0	2014	NULL	CI	1962	63	2	883.18	2	Cast Iron	1905	0	52
177	6136	00:00.0	2014	NULL	CI	1962	63	2	997.67	2	Cast Iron	1905	0	52
199	6136	00:00.0	2014	NULL	CI	1962	63	2	997.67	2	Cast Iron	1905	0	52
284	6137	00:00.0	2015	NULL	CI	1962	63	2	860.59	2	Cast Iron	1905	0	53
340	6137	00:00.0	2016	NULL	CI	1962	63	2	860.59	2	Cast Iron	1905	0	54
187	6145	00:00.0	2014	NULL	CI	1972	53	3	579.04	3	CI	1905	1	42
105	6148	00:00.0	2022	102358	CI	1972	53	8	775.5	8	CI	1905	1	50
182	6151	00:00.0	2014	NULL	CI	1972	53	3	236.04	3	CI	1905	1	42
169	6151	00:00.0	2013	NULL	CI	1972	53	3	236.04	3	CI	1905	1	41
123	6158	00:00.0	2022	106174	CI	1972	53	3	351.01	3	CI	1905	1	50
141	6160	00:00.0	2020	106155	DI	1993	32	8	571.8	8	CI	1905	1	27
